"Run","Run ID","metric","step","timestamp","value"
"bert_seed_1_2025-21-12_20:12:00","f97d6747031548e18f2a735fe23ea10b","train_f1","1","1766359577925","0.19759830118071767"
"bert_seed_1_2025-21-12_20:12:00","f97d6747031548e18f2a735fe23ea10b","train_f1","2","1766359578029","0.4172260945185275"
"bert_seed_1_2025-21-12_20:12:00","f97d6747031548e18f2a735fe23ea10b","train_f1","3","1766359578142","0.5864771170497323"
"bert_seed_1_2025-21-12_20:12:00","f97d6747031548e18f2a735fe23ea10b","train_f1","4","1766359578237","0.6688315924217619"
"bert_seed_1_2025-21-12_20:12:00","f97d6747031548e18f2a735fe23ea10b","train_f1","5","1766359578350","0.7284146190762321"
"bert_seed_1_2025-21-12_20:12:00","f97d6747031548e18f2a735fe23ea10b","train_f1","6","1766359578446","0.7850352224992387"
"bert_seed_1_2025-21-12_20:12:00","f97d6747031548e18f2a735fe23ea10b","train_f1","7","1766359578539","0.8143454873768338"
"bert_seed_1_2025-21-12_20:12:00","f97d6747031548e18f2a735fe23ea10b","train_f1","8","1766359578634","0.8365560573904908"
